,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
"54-1",0.12680286912506067,0.1343017475246463,0.34378349973448769,0.38083259408037073,0.63010395643112682,0.68744685491451507,0.03231480891763213,0.034225844718722975,0.32102261948461353,0.32229339224739628,0.54185192706209873,0.55982857227493188,-0.14879310400260426,-0.12993206661643047,-0.37374258999785598,-0.28387166858771085,-0.34766593079963243,-0.20583705251295742,-0.14879310400260426,-0.12993206661643047,-0.37403407154627216,-0.28395632617196542,-0.34696322025706683,-0.20248225076136797
"55-1",0.12680286912506067,0.1343017475246463,0.3437292870970578,0.38080344862905979,0.63022405206738275,0.68751863811536895,0.03231480891763213,0.034225844718722968,0.32102073548535298,0.32229253546914888,0.54185393803500359,0.55980334732844228,-0.14879310400260429,-0.12993206661643047,-0.37345317699046898,-0.28371941642074244,-0.34800915969421564,-0.20612418455947085,-0.14879310400260429,-0.12993206661643047,-0.37402037381208264,-0.28394768698162581,-0.34698135756483006,-0.20243106544135497
"56-1",0.12680286912506067,0.1343017475246463,0.34379510506621946,0.38086443333702269,0.6300893895020262,0.68719004125226402,0.032314808917632123,0.034225844718722968,0.3210282098884143,0.32230081048343528,0.54188147910533135,0.55976072165186108,-0.14879310400260426,-0.12993206661643047,-0.37344838805514796,-0.28382464960656306,-0.3481441043445716,-0.20597155395617078,-0.14879310400260426,-0.12993206661643047,-0.3740597409619929,-0.28397579600608824,-0.34687191188774541,-0.20215458634997174
"57-1",0.12680286912506067,0.1343017475246463,0.34395855143571036,0.38098958874863198,0.62996297581058103,0.68709993552632564,0.032314808917632123,0.034225844718722982,0.3209979440284535,0.32226570230231533,0.54195501721096417,0.55981616887394392,-0.14879310400260429,-0.12993206661643047,-0.37359017010779272,-0.28391189799174055,-0.34816556004119426,-0.20570257603492342,-0.14879310400260429,-0.12993206661643047,-0.37419036249802567,-0.28408634961357271,-0.34667825495142873,-0.20199141905181187
"58-1",0.12680286912506067,0.1343017475246463,0.3438770369908663,0.38089724555577958,0.62990115350482023,0.68718045196856248,0.03231480891763213,0.034225844718722982,0.32101039279077764,0.32228384878325006,0.54190773810530124,0.5599197070538835,-0.14879310400260426,-0.12993206661643047,-0.3738236362283554,-0.28395017080363677,-0.34740097341991355,-0.20474970732532552,-0.14879310400260426,-0.12993206661643047,-0.37410416540521818,-0.28400303867534377,-0.34660283147080395,-0.20223444921136385
"59-1",0.12680286912506067,0.13430174752464627,0.34381470990426855,0.38084444811929141,0.62890743896315582,0.68640377573870759,0.032314808917632123,0.034225844718722961,0.321030573174303,0.32229776464524007,0.54164521382832442,0.55974615972789465,-0.14879310400260426,-0.12993206661643047,-0.37392986205670864,-0.28394279701443592,-0.34176955921347135,-0.19904242391189242,-0.14879310400260426,-0.12993206661643047,-0.37403407154627216,-0.28395632617196503,-0.34653996632071243,-0.2024236169477584
"60-1",0.1268028691250607,0.13430174752464627,0.34380625564972878,0.38084425385545939,0.6258400841231434,0.68392233353875165,0.03231480891763213,0.034225844718722968,0.32102841866769077,0.32229735730593245,0.54158525911734245,0.55949476869414316,-0.14879310400260426,-0.12993206661643047,-0.37387913353889285,-0.28394163136272599,-0.32361340071856526,-0.18522824601206866,-0.14879310400260426,-0.12993206661643047,-0.37403407154627211,-0.28395632617196515,-0.34599322684529887,-0.20180364719394117
"61-1",0.12680286912506067,0.13430174752464627,0.34382341979737574,0.38084568780102585,0.6293430008232479,0.68817095973782871,0.032314808917632123,0.034225844718722961,0.32103265569015632,0.32229758657052182,0.54204163228489477,0.56030763004859629,-0.14879310400260426,-0.12993206661643047,-0.37398171208253428,-0.28394854900288496,-0.3253768035551402,-0.18922387897809706,-0.14879310400260426,-0.12993206661643047,-0.37403422898275318,-0.28395696999858977,-0.3476694845522853,-0.20410683657710638
"62-1",0.12680286912506067,0.13430174752464627,0.34377462788935254,0.38082264204109728,0.64056405598328836,0.69612543815764538,0.032314808917632117,0.034225844718722982,0.32102035855800926,0.3222908396617627,0.53795218543197743,0.55535117133100442,-0.14879310400260426,-0.12993206661643047,-0.37368935578875062,-0.28381195283167204,-0.32077061505336479,-0.18741365108499347,-0.14879310400260426,-0.12993206661643047,-0.37403407154627222,-0.28395632617196537,-0.36220792006487451,-0.21537414545473638
"63-1",0.12680286912506067,0.13430174752464627,0.34288428591320397,0.37993840742686436,0.62658794419716513,0.68436279718443449,0.03231480891763213,0.034225844718722982,0.32081864361190848,0.32207999448713887,0.53690034596865843,0.55344587326023897,-0.14879310400260426,-0.12993206661643047,-0.36842271945740562,-0.27855293776290713,-0.30405987556351988,-0.17519401217897804,-0.14879310400260426,-0.12993206661643047,-0.37400516189684097,-0.28393849666714277,-0.36074489785490638,-0.21273273257745295
"64-1",0.12680286912506067,0.13430174752464627,0.33971797475040227,0.37743679682868408,0.64098559633190311,0.6960261359351313,0.03231480891763213,0.034225844718722982,0.32056292221106431,0.32198272178813103,0.53545564197327034,0.55117303525543215,-0.14879310400260426,-0.12993206661643047,-0.35029671076205382,-0.26482347327587419,-0.29116149712306527,-0.16745706673113436,-0.14879310400260426,-0.12993206661643047,-0.37343294458734189,-0.28330207440376021,-0.36901711808634163,-0.21823082696545493
"65-1",0.1268028691250607,0.13430174752464627,0.3432147831959122,0.38168434883573188,0.64545321701229452,0.69915701488724791,0.032314808917632117,0.034225844718722982,0.32144505924964373,0.32255377184712236,0.52950212462831636,0.54320062471518449,-0.14879310400260432,-0.12993206661643047,-0.35218728813049516,-0.2686493024330201,-0.29133514280919187,-0.17233674194340584,-0.14879310400260432,-0.12993206661643047,-0.37491466330626944,-0.28553447441466312,-0.38222331616053951,-0.22777454637692482
"66-1",0.12680286912506067,0.1343017475246463,0.35419872707566247,0.38941823905244854,0.65328256167297916,0.70477182683562301,0.032314808917632137,0.034225844718722975,0.31657981897560306,0.3182689173854325,0.523849029972981,0.53535540007826699,-0.14879310400260434,-0.12993206661643047,-0.34706194607399465,-0.26559638439968702,-0.29902727293631115,-0.1819751061144895,-0.14879310400260434,-0.12993206661643047,-0.38918203756155867,-0.2967379572898442,-0.39715369249203336,-0.23819238515348376
"67-1",0.12627609297339207,0.13370794888954737,0.33937579419712571,0.37726157703944418,0.66019255698879853,0.70865860002187586,0.032180563763709411,0.034074519361803411,0.31526150257575802,0.31741206149546874,0.51821211151325408,0.52726606342343607,-0.14563226075277991,-0.12636906475774368,-0.33017169583589023,-0.25206949433029996,-0.32891009587621395,-0.20821187614757192,-0.14879310400260443,-0.12993206661643042,-0.38633931454259818,-0.29369512147320276,-0.40729625420343485,-0.24388374456304501
"68-1",0.12662853319451028,0.13412998574633689,0.3466785945757962,0.38378517447272242,0.66425829439905815,0.71229428091829117,0.032270380646236663,0.034182072451709469,0.31619575672280964,0.31805162756035721,0.51446692448951925,0.52293533383364854,-0.14774702675036644,-0.12890143518820935,-0.31639595614875871,-0.24064186997415252,-0.33505077426724572,-0.21252669378876229,-0.1487931040026044,-0.12993206661643042,-0.38850896927505091,-0.29625579630582916,-0.41237347799684487,-0.24778922982870175
"69-1",0.12658657980160543,0.13408212992059498,0.35197669866688808,0.38840432760464033,0.64330672918225196,0.69330198114749642,0.032259689122578511,0.034169876735042203,0.31350810000928442,0.31564445852300371,0.51262831352163518,0.52011448220975209,-0.14749529155250182,-0.12861428330541821,-0.31324517171541411,-0.24064638720261677,-0.32576415550697968,-0.20310887560180718,-0.14879310400260443,-0.12993206661643047,-0.39786158471680799,-0.30435913506746626,-0.39753899466630627,-0.23386227969729734
"70-1",0.12618711102157659,0.13364765474303839,0.35822514770032998,0.39384141384956084,0.65605359510422989,0.70430889565473709,0.032157887346449442,0.034059153827594814,0.30929779930781498,0.31193041323456316,0.51239126998997064,0.51925189043854858,-0.14509833756574639,-0.12600727855046526,-0.31807732403958933,-0.24614843336415199,-0.33345897783844436,-0.20935836942054142,-0.14879310400260443,-0.12993206661643042,-0.40964652860406936,-0.3144299305048372,-0.39576336765652959,-0.23222803000972092
"71-1",0.12503264848430545,0.13256076106150672,0.36123018232087256,0.39555463564976023,0.65423662554198814,0.70321148999004945,0.03186368078352312,0.033782166706760527,0.30743199841112684,0.31050632319201699,0.50831311190700457,0.51469187347588319,-0.13817115396688825,-0.11948553198759648,-0.34577368198303793,-0.26958209504038821,-0.34701848579843453,-0.21950428790502369,-0.14879310400260445,-0.12993206661643042,-0.41453048153942879,-0.31773464528469159,-0.40042297588877018,-0.23726867330230791
"72-1",0.12476548339038543,0.13231540930067423,0.3605893591151742,0.39493514397552365,0.64448781643695796,0.69502770865916386,0.031795595660378394,0.03371964055633811,0.30558124395315256,0.30900332293228622,0.51363618506110642,0.52136007047182809,-0.13656806889739337,-0.1180133346327934,-0.35216432381610252,-0.27315149741156497,-0.35109705747798026,-0.22142239321258111,-0.14879310400260445,-0.12993206661643042,-0.41518606718705742,-0.31810548257041737,-0.39196018299552515,-0.23090475770027891
"73-1",0.12511763882132457,0.13264224847281864,0.33795099834945613,0.37561334263952517,0.64516346727792928,0.69714421243572988,0.031885339966154953,0.033802933193701284,0.31098008833415636,0.31364592735076896,0.52019575780313743,0.53021018240581841,-0.1386811260531646,-0.11997448528051813,-0.34027652498254574,-0.26113152780531945,-0.35294074384780899,-0.22119168365599831,-0.14879310400260445,-0.12993206661643042,-0.39417827533943584,-0.30026950844567424,-0.38163924124994736,-0.22411719466792945
"74-1",0.12552222969317642,0.13306879846555694,0.34990781488551215,0.38644882807592584,0.64156858241672265,0.69380639763031493,0.0319884470709383,0.033911636424190206,0.31666476793877962,0.31833362703191781,0.52583400582780038,0.53815738695221604,-0.1411088144027273,-0.12253393612313644,-0.34564452425084313,-0.26498174542344533,-0.35197446077288075,-0.21805782495710094,-0.14879310400260445,-0.12993206661643042,-0.38790100527292337,-0.29591320582643038,-0.37224245025202274,-0.21750815071551161
"75-1",0.12648659427190839,0.13389575122082156,0.35699867195227669,0.39224299448865707,0.63696996548037277,0.69053882510960851,0.032234208521792589,0.034122379449601802,0.3142745027284195,0.31617821942906721,0.52820635224635371,0.54079406123296769,-0.14689534300581475,-0.12749594517787824,-0.35705322724489719,-0.27458955232093835,-0.35381846468881806,-0.21778501795173238,-0.14879310400260443,-0.12993206661643042,-0.39604896294400183,-0.30283618603673007,-0.36590886684482715,-0.21245310661665501
"76-1",0.12542209396951007,0.13295334954323043,0.349785993728917,0.38574765355023588,0.63625410298116336,0.68975778051907288,0.031962928194288011,0.033882215087824012,0.31307687059878142,0.31538985370600603,0.52855248461219795,0.54093281900734058,-0.14050796463909548,-0.12184120175071039,-0.36265147947577581,-0.27996076701496325,-0.35496461053236306,-0.21747829348004644,-0.14879310400260445,-0.12993206661643042,-0.39442953647846235,-0.30069733068707893,-0.36358256701188624,-0.21063924662661332
"77-1",0.12546934331658788,0.1330077967825419,0.3499394388898448,0.38613068208069568,0.63203914557633678,0.68715505693049672,0.031974969354183196,0.033896090579337589,0.31534069505387424,0.31732869369148736,0.53306540216252019,0.54690737895908559,-0.1407914774353686,-0.12216790444654045,-0.36887328491921567,-0.28407079232063837,-0.35295020938564453,-0.21470310117628388,-0.14879310400260445,-0.12993206661643042,-0.38903508461704556,-0.29623534458770567,-0.3571561601956047,-0.2068080599337413
"78-1",0.12660698585816196,0.1341083983911763,0.34570369695998598,0.38192355463503791,0.63219249483824114,0.68779190245531874,0.032264889460890567,0.034176571067853857,0.31736741216472786,0.31909858175006678,0.53776372495353408,0.55318172748228145,-0.14761773511020262,-0.12877190342101641,-0.3706026170970953,-0.28416614121259387,-0.35100957462316701,-0.21212693676332767,-0.14879310400260443,-0.12993206661643042,-0.3829962258868983,-0.29104383958151114,-0.35244012652818024,-0.20405088947959937
"79-1",0.12672058233572095,0.13418211999891877,0.34367337317244273,0.3804839745289183,0.63119643818079607,0.68747803625314063,0.032293838714889028,0.034195358495013331,0.31958934069902578,0.32100995272556448,0.53991030624083713,0.55644197629009839,-0.14829935415874687,-0.12921425914547521,-0.37160964042826056,-0.28365245365692804,-0.34996290898764248,-0.20978881736779761,-0.14879310400260437,-0.12993206661643047,-0.37735282622041727,-0.2865237397299758,-0.34990264894747131,-0.2030018421765539
"80-1",0.12680286912506067,0.13430174752464627,0.34480068855376661,0.38171318195791837,0.63086834481464038,0.68715118277177389,0.03231480891763213,0.034225844718722982,0.32045952404502703,0.32179241444198758,0.54119614089219081,0.55829344098770339,-0.14879310400260434,-0.12993206661643047,-0.3721237572335806,-0.28373385746812002,-0.34900457578639232,-0.20791946784102772,-0.14879310400260434,-0.12993206661643047,-0.37584968570613631,-0.28544006800932442,-0.34845620538674849,-0.20225579524406345
"81-1",0.12680286912506067,0.13430174752464627,0.34407700277388842,0.38099894449375993,0.6302557317124331,0.68692899518695927,0.03231480891763213,0.034225844718722982,0.32057991951082793,0.32190709379908355,0.54148392441084259,0.55875511197797656,-0.14879310400260437,-0.12993206661643047,-0.37283701706655803,-0.28396230251608451,-0.34870270877783077,-0.2070598324840866,-0.14879310400260437,-0.12993206661643047,-0.37524509406638129,-0.28487853407737268,-0.3476776918865816,-0.20194898445561554
"82-1",0.1268028691250607,0.13430174752464627,0.34403853135548496,0.38100128650869824,0.63022378632341414,0.68707090404021454,0.03231480891763213,0.034225844718722982,0.32085000265104574,0.32215329742488014,0.5417695202581303,0.55946848582505715,-0.14879310400260437,-0.12993206661643047,-0.37323414905901242,-0.28389009248469388,-0.34789917190367248,-0.2055291089826802,-0.14879310400260437,-0.12993206661643047,-0.37455817659662383,-0.28432865034490701,-0.34715863633972588,-0.20210118849444639
"83-1",0.1268028691250607,0.13430174752464627,0.34386893686971609,0.38092611262677412,0.63008894403720894,0.68716114954659002,0.03231480891763213,0.034225844718722975,0.32098213697150862,0.3222518086624705,0.54188949301151557,0.55968842449861755,-0.14879310400260432,-0.12993206661643047,-0.37351738255861189,-0.2838931730034091,-0.34763964523489133,-0.20529877299345867,-0.14879310400260432,-0.12993206661643047,-0.37419774919480503,-0.28410099867987582,-0.34693696433488896,-0.2021442051919306
"84-1",0.12680286912506067,0.13430174752464627,0.34384713863055416,0.38087849196542395,0.63000997816236814,0.68741705123022934,0.032314808917632123,0.034225844718722982,0.32100888271977213,0.32228315354687137,0.54183593886833925,0.55983462568885833,-0.14879310400260429,-0.12993206661643047,-0.37366260791367373,-0.28385290794764739,-0.34737217446348456,-0.20516577393450836,-0.14879310400260429,-0.12993206661643047,-0.37409715184376569,-0.28399721123180077,-0.34683116405490227,-0.20247184710247415
"85-1",0.12680286912506072,0.13430174752464627,0.34378908799385688,0.38086185599558575,0.62966280880897096,0.68696086833902825,0.03231480891763213,0.034225844718722975,0.32102516867051589,0.322293023295387,0.54172101158063768,0.55972134287944597,-0.14879310400260426,-0.12993206661643047,-0.37358370776886085,-0.28384727133106391,-0.34505933019958812,-0.20261860794832648,-0.14879310400260426,-0.12993206661643047,-0.37404789151787166,-0.28397917636938086,-0.34683883077087918,-0.20243505235286377
"86-1",0.12680286912506067,0.13430174752464627,0.34389503137925681,0.38091278870953416,0.62891427419398682,0.68621563674130837,0.03231480891763213,0.034225844718722982,0.32101195158021095,0.32228562940479161,0.54196788633863524,0.55983656917767455,-0.14879310400260426,-0.12993206661643047,-0.37366032643603353,-0.28391767456558992,-0.34198291085352817,-0.20035637186720179,-0.14879310400260426,-0.12993206661643047,-0.37412787530617198,-0.28401413502238337,-0.34643334815790516,-0.20183134729868463
"87-1",0.1268028691250607,0.13430174752464627,0.34390407888366276,0.38092201593737907,0.60599040596095755,0.6670784830908254,0.03231480891763213,0.034225844718722982,0.32100490776744733,0.32227780559956831,0.53620267601174953,0.5533673765980317,-0.14879310400260429,-0.12993206661643047,-0.37377004280392029,-0.28394438137020017,-0.1931760585662759,-0.072328153681723517,-0.14879310400260429,-0.12993206661643047,-0.37413216069258814,-0.28402628259206952,-0.34789813380363538,-0.20367835849295712
"88-1",0.1268028691250607,0.13430174752464627,0.34379268731977763,0.38083355268859653,0.57575420129873744,0.6410637931033929,0.032314808917632123,0.034225844718722982,0.32102496087534943,0.32229418691962236,0.54438900666013001,0.56268598863703956,-0.14879310400260429,-0.12993206661643047,-0.37379771875957535,-0.28387742057615961,-0.060334427578168572,0.037515619999919217,-0.14879310400260429,-0.12993206661643047,-0.37403407154627227,-0.2839563261719652,-0.32946349626380311,-0.18755706112863663
"89-1",0.1268028691250607,0.13430174752464627,0.34336072563863973,0.38038161097126483,0.68786664868884806,0.74035471568403466,0.032314808917632123,0.034225844718722982,0.3209268102202123,0.32218867426151304,0.52624664996714754,0.54158265305935727,-0.14879310400260426,-0.12993206661643047,-0.37124167786641799,-0.28118824125470793,-0.020974450832026495,0.060626924519949096,-0.14879310400260426,-0.12993206661643047,-0.37402037381208281,-0.28394768698162587,-0.4304334872003277,-0.27520378895408359
"90-1",0.1268028691250607,0.13430174752464627,0.34276206335309334,0.3799236908677725,0.68958827378941967,0.73992828463710003,0.03231480891763213,0.034225844718722975,0.32104382317295516,0.32235358963207356,0.49125811640775791,0.50054561503055606,-0.14879310400260426,-0.12993206661643047,-0.36808843275488001,-0.27911347510183193,-0.0022218175784674758,0.065076495623715966,-0.14879310400260426,-0.12993206661643047,-0.37373958742707886,-0.28361939485901411,-0.52338594464044752,-0.35280131460939496
"91-1",0.12680286912506067,0.1343017475246463,0.31993646154356187,0.36077035253044543,0.73347720997529253,0.77478203566441317,0.03231480891763213,0.034225844718722982,0.31450433913780462,0.31638926336777151,0.46651811444351393,0.46934171431188265,-0.14879310400260429,-0.12993206661643047,-0.21942553972070142,-0.1512386114105212,0.014365693132534741,0.067500810561533009,-0.14879310400260429,-0.12993206661643047,-0.37530446606315265,-0.2854625020651172,-0.59509826015079859,-0.40792482788991086
"92-1",0.12680286912506067,0.13430174752464633,0.28956437794319667,0.33453613755692191,0.77649333969390266,0.80892107785813261,0.03231480891763213,0.034225844718722982,0.32384109092403845,0.32492524614736423,0.41488900547728441,0.42268584100279011,-0.14879310400260437,-0.12993206661643047,-0.086909341988245598,-0.041540102913194245,0.017719185374028931,0.057867514726743716,-0.14879310400260437,-0.12993206661643047,-0.35667554372698584,-0.26899878146977318,-0.66433455004680808,-0.45916390421102404
"93-1",0.12677410611466836,0.13421899147571048,0.40063503394615252,0.43307937573106992,0.79537276902674525,0.82055526541584822,0.032307478869099807,0.03420475492851089,0.30325982785252581,0.30670284397669512,0.3534827294099091,0.37382794939897929,-0.14862051576573132,-0.12943550104900253,-0.04741083752090406,-0.016902019752619242,0.014399332152732603,0.043460779601992766,-0.14879310400260437,-0.12993206661643047,-0.45629512327737376,-0.35612154129113027,-0.72518583068044262,-0.50201774577365432
"94-1",0.12672177643655311,0.13418241852412682,0.40108529482673927,0.43209732927599082,0.81534332889378236,0.83242616816641957,0.032294143022989337,0.034195434572038413,0.26324064925890572,0.27236979352071927,0.28032332431403045,0.31692894417566503,-0.14830651918613652,-0.12921605040232262,-0.02746422365367036,-0.010468675118606503,0.0035773639962750031,0.022972442623555127,-0.14879310400260437,-0.12993206661643047,-0.54774406206348492,-0.43334249909082201,-0.78670579242116068,-0.54334469747559733
"95-1",0.10265671542862448,0.11333655452566757,0.4444139990322073,0.4667675386508614,0.82538000284803414,0.83540721324229172,0.02616133346254159,0.028883014462925509,0.23378179292730036,0.24849518106923388,0.20093394990584856,0.25659657207681935,-0.0041507312919533039,-0.0039076404544878167,-0.0092945975087938681,-0.0051350294896063964,-0.014672288547559448,-0.0029505571993178911,-0.14879310400260443,-0.12993206661643042,-0.61741009795371071,-0.48817193578348744,-0.85092765003234627,-0.58544974220122659
"96-1",0.1020054804137802,0.11264767972664526,0.44973079493477702,0.47147584982426238,0.82807604528533552,0.83639472306210139,0.025995370852938123,0.028707459622154319,0.23117110961157253,0.24620870183622148,0.19213021098087868,0.25025255567398286,0,0,-0.0019115772516199454,-0.0012112397302540753,-0.010399989652766726,-0.0039359253283996337,-0.14879310400260434,-0.12993206661643047,-0.62562890430212503,-0.49521989789295534,-0.86081483338292186,-0.59088115626988791
"97-1",0.10200548041378019,0.11264767972664526,0.44974896651854868,0.47157397914230581,0.82733474169087406,0.83592456244591473,0.025995370852938165,0.028707459622154326,0.23115256107754373,0.24619576703742546,0.19212452645508538,0.2502530315291675,0,0,-0.00072215225692614485,-0.00058712775986976499,-0.008208047230613684,-0.0031134169582482793,-0.14879310400260426,-0.12993206661643047,-0.62575034932899432,-0.49534826262049692,-0.86011544178678179,-0.59035542340476721
"98-1",0.10200548041378019,0.11264767972664524,0.44991236568933241,0.47168019551458712,0.82804022444714409,0.83652768107390263,0.025995370852938158,0.028707459622154322,0.23116825286307147,0.24619983499438175,0.19257010290514448,0.25052506902592209,0,0,-0.0016245681478924906,-0.0011552945052469349,-0.010075721777298888,-0.004424834709392947,-0.14879310400260426,-0.12993206661643047,-0.62578013945640865,-0.4953746674910236,-0.85967577374092063,-0.59020327130907657
"99-1",0.10200548041378017,0.11264767972664523,0.45004580756454965,0.47176629190744712,0.82908632148379391,0.83717369596633562,0.02599537085293805,0.028707459622154336,0.23120638772502716,0.24622590419705045,0.19239933319037034,0.25040757245231721,0,0,-0.0024376811090796031,-0.0016843178244795654,-0.013733943509219781,-0.0071814016010662111,-0.14879310400260426,-0.12993206661643047,-0.62577540029359957,-0.49536992832821447,-0.86042639737010529,-0.59067336000735793
"100-1",0.10200548041378014,0.11264767972664518,0.45006827569215924,0.47177826579534826,0.82798559707629882,0.83636002343859384,0.02599537085293804,0.028707459622154326,0.23112060343596386,0.24616369498072957,0.19245131001086169,0.25049272267726019,0,0,-0.0022973011234030411,-0.0015599081813619266,-0.015527946839037639,-0.0086486898937140032,-0.14879310400260426,-0.12993206661643047,-0.62588045496856692,-0.49544484832930602,-0.85980645982510917,-0.59009934927178609
"101-1",0.10200548041378019,0.11264767972664524,0.44989011637746334,0.47167057292720438,0.82638734781324663,0.83508886306577268,0.025995370852938435,0.028707459622154333,0.23118853211472157,0.24622038327618323,0.19289642075128705,0.25084178199335339,0,0,-0.0015691013402342967,-0.0011667246379838355,-0.014656250265836269,-0.0076191029096389353,-0.14879310400260426,-0.12993206661643047,-0.62575034932899509,-0.49534826262049692,-0.85765670300930952,-0.58840017495501273
"102-1",0.10200548041378016,0.11264767972664518,0.4503553026822944,0.47201323874412249,0.82549775180436713,0.83431727024151858,0.025995370852938408,0.028707459622154326,0.23118293484906088,0.24621383536342603,0.19427013174005597,0.25184988297958544,0,0,-0.0039870397281404771,-0.0029405356636468421,-0.016098152878600308,-0.0077606372972849579,-0.14879310400260426,-0.12993206661643047,-0.6258928711401226,-0.49545603088035467,-0.85491226511975771,-0.58643810881559277
"103-1",0.10200548041378017,0.11264767972664522,0.45084533577142177,0.47239910888333408,0.82690389243012841,0.8356787521195761,0.025995370852938435,0.028707459622154319,0.23124367645369742,0.24624624463914155,0.19480608649720491,0.25221246567479116,0,0,-0.0067345250658951833,-0.0050576320161862167,-0.020559246615262428,-0.010782418462084843,-0.14879310400260426,-0.12993206661643047,-0.62596650440961332,-0.49553171580961369,-0.85479431945801831,-0.58663040982910553
"104-1",0.10200548041378016,0.11264767972664519,0.451002831954678,0.47239532942305584,0.82563030283756966,0.8343856597520356,0.025995370852938043,0.028707459622154326,0.23114716414822373,0.24620225040324328,0.19557016173561836,0.25263602669014135,0,0,-0.0092745023165979948,-0.0069671160106042716,-0.024380784007841366,-0.011959319674306485,-0.14879310400260426,-0.12993206661643047,-0.62596856551994406,-0.49542200485326832,-0.85363590198351624,-0.5860159458367713
"105-1",0.10200548041378016,0.11264767972664518,0.448842460919611,0.470717187182495,0.82254618038503413,0.83227349090746339,0.025995370852938036,0.028707459622154333,0.23157715474060295,0.24652358858736367,0.19756246960962384,0.25403644098253303,0,0,-0.0089254148207220177,-0.0060058799320086712,-0.024161942255558844,-0.009305433917007137,-0.14879310400260432,-0.12993206661643047,-0.62390793568575997,-0.49383877100042933,-0.84950369126290848,-0.58332593456413229
"106-1",0.10200548041378019,0.11264767972664523,0.45031273381340992,0.47197299469563719,0.82382695834883835,0.83340318619894127,0.025995370852938102,0.028707459622154326,0.23134072511889311,0.24634965029392633,0.19622456949681871,0.25317837208816896,0,0,-0.0067878415559578797,-0.0052663809480579275,-0.020852177639814083,-0.0078028837076861415,-0.14879310400260432,-0.12993206661643047,-0.62550253450613336,-0.49512409794405554,-0.85024487528851378,-0.58364471526652872
"107-1",0.10200548041378014,0.1126476797266452,0.45125578346068579,0.47270792090359354,0.82402310550734081,0.83419086455895908,0.025995370852938415,0.028707459622154329,0.23131990849141906,0.24629496537008427,0.19743527718430229,0.25377083868373651,0,0,-0.011937732298065447,-0.009073703241913457,-0.026272399432765395,-0.011932215632548098,-0.14879310400260429,-0.12993206661643047,-0.62578098541436233,-0.49539222632067853,-0.84935681324753576,-0.58404388933374451
"108-1",0.10200548041378017,0.11264767972664522,0.44991362277240471,0.47140222359214612,0.82861914587153951,0.83757856803184139,0.025995370852938422,0.028707459622154333,0.23138534832043217,0.24635267828728219,0.19839484521075174,0.254428090330172,0,0,-0.012444099132101042,-0.0087532586177728154,-0.046761826313552468,-0.029491241186943781,-0.14879310400260432,-0.12993206661643047,-0.62474712757020912,-0.49445465605554806,-0.85083417772989078,-0.58527506436173726
"109-1",0.10200548041378017,0.11264767972664523,0.44993622436576652,0.47145234689766774,0.83043355727208312,0.83852931986002888,0.025995370852938422,0.028707459622154333,0.23136346667122173,0.24635625276886328,0.19577406530372132,0.25258753889165142,0,0,-0.0074261805294053903,-0.0050173898608220618,-0.065857085391460971,-0.044081503904303779,-0.14879310400260437,-0.12993206661643047,-0.6251701927538571,-0.4947746269405664,-0.85326403170131138,-0.5861876270186186
"110-1",0.10200548041378016,0.11264767972664518,0.45069974066045076,0.47228030076349747,0.81643529500705592,0.82551616858062915,0.025995370852938429,0.028707459622154326,0.23117666946217244,0.24620879936974249,0.19711772098303521,0.25418570181291822,0,0,-0.0057709758264454254,-0.004323185483338092,-0.054658224807040939,-0.032459510835639867,-0.14879310400260426,-0.12993206661643047,-0.62600083352505043,-0.4955399446009241,-0.84153801097840619,-0.5750698079884492
"111-1",0.10200548041378017,0.11264767972664518,0.45111410950273068,0.47263775584175427,0.80686634467546803,0.81977393512046892,0.025995370852938435,0.028707459622154322,0.23142746456566246,0.24639993102196844,0.20530327898868814,0.26058746094018292,0,0,-0.011519666481830462,-0.0090221226797368367,-0.043600618456299207,-0.020697083288152542,-0.14879310400260432,-0.12993206661643047,-0.62561606132127556,-0.49525119688619812,-0.82207319944593482,-0.56093595589827328
"112-1",0.10200548041378017,0.11264767972664523,0.45445963831057024,0.47544843604203446,0.81920750428813505,0.82980746323629706,0.025995370852938429,0.028707459622154326,0.23190627409039832,0.24681135631776782,0.20945759655664103,0.26329272599697817,0,0,-0.031558517568795012,-0.026128660952321598,-0.059542067198138454,-0.03191671376252668,-0.14879310400260434,-0.12993206661643047,-0.62596114577532536,-0.49551178220458342,-0.82271428107063749,-0.56326724249082694
"113-1",0.10200548041378014,0.1126476797266452,0.45605539602640538,0.47615280812145538,0.81398366766621499,0.82615262024034641,0.025995370852938429,0.028707459622154329,0.2315021852368756,0.24636436041236406,0.211331482341681,0.26425166408301043,0,0,-0.052552701155869179,-0.040980653204620673,-0.068717378074703753,-0.035671263818418841,-0.14879310400260437,-0.12993206661643047,-0.62582240619761387,-0.49526552723959333,-0.82487778056053673,-0.56675232221061334
