,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
"59-1",0.00021732388597841713,0.0096503660538630066,0.34998909102276649,0.38151218885085936,0.57880855735846226,0.61057949550801849,0.0016029176083534489,0.071178285834308547,0.96672378615205545,1.0922572855552881,1.4349901021792981,1.6006121143701897,-0.0036781245701501407,-0.0020609171163612429,-0.26429788002570093,-0.12566532196728175,-0.14942070854337583,0.035792780280922691,-0.15255789287863236,-0.090487620669789243,-0.47765695541820813,-0.18647060046716568,-0.53060137769850024,-0.050559646036687347
"60-1",0.00079852942651144267,0.010216765867575714,0.32108742866094181,0.36987514856113785,0.60807352362794809,0.63318350884490715,0.0058897201878247976,0.075355885690306171,0.85993707069892789,1.0328886266827035,1.4704465982322963,1.6359319810120239,-0.0092218073669290586,-0.0075725820730955257,-0.26323092360976486,-0.11232801417338929,-0.1084470554683675,0.05784429277880497,-0.15255789287863236,-0.090487620669789298,-0.50767899320627352,-0.19862750875870921,-0.506136615319561,-0.035489403861972968
"61-1",0.0034932475983460581,0.01191752160805727,0.33334935244770042,0.37993528131932058,0.63201650886304694,0.65105971608183721,0.025765175606530508,0.087900164068417899,0.79918140824561779,0.99793227915662042,1.5143549674904289,1.668722550154865,-0.033127024830737976,-0.025177922744920461,-0.21216793758029723,-0.068927045222961988,-0.073623152955710439,0.065887819921162244,-0.15255789287863236,-0.090487620669789257,-0.49614108241718358,-0.18832071530764066,-0.48635024531524185,-0.027409605550130611
"62-1",0.0091869413458211119,0.014982373486220609,0.35512228879515068,0.39766670736296272,0.64625300488922421,0.66510959265155789,0.067760200328785769,0.11050561776894374,0.8155694638492309,1.0130875884608765,1.5615053949874413,1.6898343858062197,-0.087121231894826331,-0.054242402548335435,-0.15707949922280107,-0.0343699179986863,-0.049461819392641604,0.060249205295977735,-0.15255789287863236,-0.090487620669789146,-0.4649493346202565,-0.16733716548063599,-0.47208802608767381,-0.027987418943803744
"63-1",0.009565713523636719,0.015186841454255688,0.37994462954181857,0.40932115358284715,0.6427113087818993,0.67470824144468966,0.070553913457195971,0.11201371387550907,0.86483717878767052,1.046589364799295,1.5976834175890937,1.6972531372348583,-0.090713188945231671,-0.056181404941809079,-0.097554692487575922,-0.013740096058482724,-0.03860041326000635,0.044705497319642039,-0.15255789287863236,-0.090487620669789201,-0.43876928707003326,-0.154579124596043,-0.46905826903254982,-0.035972714401164577
"64-1",0.0042861502225408103,0.012408328893655833,0.42004947225396855,0.43049816552574327,0.63521242052658877,0.68173219229524873,0.031613394141320049,0.091520215480862657,0.92427186155930263,1.0794066178567261,1.6190787930586776,1.6973680045628732,-0.040646247038889909,-0.029832326613924584,-0.050536916009281653,-0.0061064013247683407,-0.03556463486210313,0.025535720772932209,-0.15255789287863236,-0.090487620669789229,-0.41504507760835041,-0.14779262956051947,-0.47240425685011944,-0.046160430701419425
"65-1",0.00059637560375520925,0.010028980041885247,0.43024141337505695,0.44170823119970754,0.63062658608591582,0.68477383052317786,0.0043986925419997628,0.073970832200933492,0.94972570542449919,1.0952031059140233,1.6264029596497318,1.6949689086261803,-0.0073449220443171231,-0.0056555250888596486,-0.028014441168083014,-0.0028683944638993085,-0.035085111972928934,0.018743664939316194,-0.15255789287863236,-0.090487620669789284,-0.40497217194002483,-0.14484748380897872,-0.47501946208222712,-0.051645545406077679
"66-1",7.2005480132232908e-05,0.0094305260262395746,0.43224808370732209,0.44719755564250807,0.62929931856750232,0.68655567551740992,0.00053109142367050908,0.069556809898922767,0.96146378225230933,1.1016038580714032,1.6285584573966205,1.6927246199776318,-0.0015933464807527792,-0.00068283946703882469,-0.016757262428639928,-0.0020602792616812807,-0.033700597407479355,0.016185835814211465,-0.15255789287863236,-0.090487620669789326,-0.39912385546513457,-0.14369132354984032,-0.47598388265363178,-0.053653456339326208
"67-1",5.1973714395524561e-05,0.0094062931772906002,0.43317207032491323,0.44855207488095955,0.62985985358533725,0.68681301921883953,0.00038334296113399179,0.069378075471705936,0.9640940412866652,1.1038313952156646,1.6275494743371213,1.6926167800882268,-0.0013635425042947504,-0.0004928750335765332,-0.01561422774905279,-0.0020088752581864816,-0.033070001355243565,0.018748129996328036,-0.15255789287863236,-0.090487620669789312,-0.39777067986253256,-0.14301001621709386,-0.47589069166220693,-0.052971400288867279
"68-1",9.7144514654701191e-18,0.0092625075037292819,0.43280336722552482,0.4491240744052471,0.63022740130149246,0.68722268563826938,1.9984014443252816e-18,0.068317554273390396,0.96939493333070148,1.1055229581109998,1.6282631991065166,1.6922280343226817,0,0,-0.01631236778193608,-0.0032892757700461106,-0.031833509959980799,0.020221150102309984,-0.15255789287863236,-0.09048762066978927,-0.39679771941552311,-0.14332797502678735,-0.47548335454006208,-0.052643884134941157
"69-1",8.215650382226158e-18,0.0092625075037292715,0.4323352446564962,0.44767774787275777,0.63136810577680513,0.68773658958031791,1.4432899320127036e-17,0.068317554273390382,0.96759309281820172,1.1042884026638586,1.6293614492184822,1.6941906589537634,0,0,-0.017961767378516156,-0.0033128506683303134,-0.031651612165903446,0.020829913040921945,-0.15255789287863236,-0.09048762066978927,-0.39824085672438814,-0.14381012624928108,-0.47491829121275275,-0.051722522157674672
"70-1",9.2703622556200576e-18,0.0092748484221743966,0.43266912357543352,0.44699177880109103,0.63204978613972129,0.68695691219826038,-3.3306690738754695e-18,0.068408577289060635,0.96375137815176848,1.1028022830682576,1.628047408038976,1.6953628913589736,-0.00011703090040310804,0,-0.019152358704751279,-0.0016248780444640119,-0.030764178450551065,0.022019818378365214,-0.15255789287863236,-0.090487620669789243,-0.39953048686363657,-0.14355234589814447,-0.47498543397104598,-0.051077294981094368
"71-1",1.0241807402167069e-17,0.0092656444206274859,0.43318528068209949,0.44879690585606752,0.63107445887612634,0.68955418655259382,-3.2196467714129541e-18,0.068340691257663636,0.96524981835993628,1.1036936995663471,1.6313283471055104,1.696113464452307,-2.9747883896978743e-05,0,-0.014902680282507932,-0.0010317073368004853,-0.029063181302261085,0.018806264220845227,-0.15255789287863236,-0.090487620669789284,-0.39766369717791961,-0.1431157730440924,-0.4739499014495005,-0.052279592106103431
"72-1",1.3766765505351941e-17,0.0092625075037292767,0.43353225511378879,0.44947278910961203,0.62985234649662059,0.68976470987265359,-6.4392935428259083e-18,0.068317554273390396,0.96614830655594219,1.1046080922431438,1.6327717946496194,1.6951784651610937,0,0,-0.011989937145346978,-0.00088368622244995761,-0.028117923789397082,0.017512801183294058,-0.15255789287863236,-0.090487620669789298,-0.3965256521290576,-0.14279509003485258,-0.47370870588975272,-0.053209328865770546
"73-1",7.2164496600635178e-18,0.0092625075037292733,0.43358143681058292,0.4503198181928541,0.62996836228554154,0.69014888795586682,-1.8873791418627663e-18,0.068317554273390396,0.96831719871589439,1.105477881602994,1.6324952372105952,1.6946720603774992,0,0,-0.01171133071211536,-0.0014481220261255627,-0.02673658296094792,0.017619290794763116,-0.15255789287863236,-0.09048762066978927,-0.39569070569587184,-0.14271905231211596,-0.47359815169771918,-0.053295616180236274
"74-1",1.5376588891058419e-17,0.009262507503729275,0.43321185896871783,0.44958410074347638,0.63016649066036645,0.69113760400266588,3.3306690738754697e-19,0.06831755427339041,0.96782663487297405,1.1051299207723695,1.6336382542339587,1.6955632674920578,0,0,-0.011386320030184199,-0.0014941610604524505,-0.026604705243695726,0.017436466579649521,-0.15255789287863236,-0.090487620669789298,-0.39606953239587173,-0.14297263954390949,-0.47302185972030697,-0.053041596564222172
"75-1",1.301736496372996e-17,0.0092625075037292715,0.43356904080547898,0.44966700480988131,0.6306106635440325,0.69022186591949186,-1.4432899320127034e-18,0.06831755427339041,0.96730551745930671,1.1050196107363397,1.6338361961978021,1.6972857635722105,0,0,-0.012963012958409292,-0.0013555954455672697,-0.027880877098386974,0.016378170617940283,-0.15255789287863236,-0.090487620669789257,-0.39651084270051506,-0.14282514474511471,-0.47322620556180128,-0.052715443578782002
"76-1",1.1365908214600039e-17,0.0092625075037292785,0.43322663483735668,0.44938073177350946,0.63048688034331701,0.69176122444783639,2.1649348980190553e-18,0.06831755427339041,0.96702289306702438,1.1045996189604457,1.6464316750430525,1.7085732586220816,0,0,-0.012246946780756282,-0.00089642660740421023,-0.044241864123534702,0.00083345397340924519,-0.15255789287863236,-0.090487620669789215,-0.39639487886998592,-0.1429099751951837,-0.47357652211858919,-0.053919377869009133
"77-1",1.5140666498325572e-17,0.0092625075037292767,0.43368708513907928,0.45013019074693661,0.6192726407903506,0.68101467527305437,1.0325074129013956e-17,0.06831755427339041,0.96695563800536011,1.104977386973826,1.6548994437656304,1.7094890095248578,0,0,-0.0098257767574152968,-0.00079283270079945995,-0.076884134463250722,-0.018896226114335953,-0.15255789287863236,-0.090487620669789298,-0.39575550090145556,-0.14271319109170871,-0.48213080806200753,-0.062074418385426891
"78-1",8.0040141181569877e-18,0.0092625075037292785,0.43380559373289806,0.45049298228140233,0.6153155084681099,0.66948276238284277,5.551115123125783e-18,0.06831755427339041,0.96802798836800452,1.1054204019197951,1.6874571854819191,1.7295131365560115,0,0,-0.010991334522271188,-0.00085823521509712788,-0.16977908455039226,-0.064860258534737064,-0.15255789287863236,-0.090487620669789257,-0.39554819217483506,-0.14253349899401818,-0.4978008067826688,-0.069985296957372087
"79-1",1.5334955527634974e-17,0.0092625075037292802,0.43361642352861529,0.45030473409176153,0.58221761902163005,0.60931949341493918,8.9372953482325104e-18,0.06831755427339041,0.96917136498706091,1.1069674684660911,1.6431536682861529,1.6945958253335196,0,0,-0.010993744185770121,-0.0030587626838768428,-0.25256340638123109,-0.10219191509010811,-0.15255789287863236,-0.090487620669789354,-0.39544371913596132,-0.14276737175164295,-0.54302401032771508,-0.09259639482812744
"80-1",1.321859288694327e-17,0.009262507503729275,0.43378342702441025,0.45050079110291963,0.57169347627759248,0.58584343134906014,1.4183099139586375e-17,0.06831755427339041,0.98016088902745613,1.11572956375337,1.5718261613822944,1.6458433111908861,0,0,-0.030085301885049539,-0.016931824624021263,-0.30966138312267832,-0.11913780990645045,-0.15255789287863236,-0.090487620669789284,-0.39688543729439446,-0.14359966087746714,-0.57638410807647544,-0.1056867740322269
"81-1",1.4280243654241075e-17,0.0092625075037292733,0.42358497608666473,0.43875379030889899,0.54742550010680624,0.56706133480997012,6.9944050551384863e-18,0.06831755427339041,0.98757218153758752,1.1140145114960345,1.5159290510170842,1.6129744623498758,0,0,-0.063518490463953053,-0.03472027428231525,-0.36157710647969243,-0.1320898052688593,-0.15255789287863236,-0.09048762066978927,-0.40568567466689415,-0.15088641388726334,-0.59651352622357279,-0.11090189200768893
"82-1",7.5130873744555522e-18,0.009262507503729275,0.41978890780876654,0.42997251918690171,0.50484947982751527,0.54747973945138662,3.3584246494910984e-18,0.06831755427339041,1.0203261181766214,1.1275001321451461,1.4433971779819736,1.5813932286636598,0,0,-0.15681312952857773,-0.080284654687712231,-0.38476876527333748,-0.13261384994253675,-0.15255789287863236,-0.090487620669789257,-0.42155357194644177,-0.15862965402038287,-0.61524581228847763,-0.11419931639885543
"83-1",2.8942310029711944e-05,0.0093685476363401798,0.36202237778346724,0.38794727522019024,0.49520634828078858,0.54697699882872131,0.00021347003880485343,0.069099675368772664,0.97673250901751418,1.1006340715308358,1.4084507194731897,1.5724254207997883,-0.0010055955116721339,-0.00027446454796583821,-0.2389126762009674,-0.11664202430096515,-0.4084837353882762,-0.136139809923848,-0.15255789287863236,-0.090487620669789312,-0.46628838729410776,-0.18088699634150873,-0.61766757826586893,-0.11123883085664789
"84-1",0.0011609134252586392,0.010480840753450975,0.33651396640970987,0.37629755415984023,0.47119948198074835,0.5393804079494442,0.0085625588864441157,0.077303625040666721,0.913448117329271,1.0647832481373141,1.382879652205129,1.566790096002552,-0.012337352002819924,-0.011009127404277997,-0.29218563953969662,-0.13633235737638366,-0.43178399595871853,-0.14181538452406972,-0.15255789287863236,-0.090487620669789284,-0.49767273441111609,-0.19499765493124321,-0.6228911345844097,-0.11096762122300002
"85-1",0.0020478955827540569,0.010997649921744854,0.31284378993710005,0.36629426228635081,0.45396992310095025,0.53439701663070782,0.015104680623978255,0.081115458757366699,0.87217572726434645,1.0421929152029117,1.3359253385312952,1.5503603448704679,-0.019656327717015521,-0.016454632644329462,-0.33925698844606,-0.15277013433143205,-0.41798544184447362,-0.13292354047869709,-0.15255789287863236,-0.090487620669789215,-0.51570481004098578,-0.2018968909506203,-0.62763388210298432,-0.11126717100438847
"86-1",0.0084830626211393687,0.014602295459825278,0.27930413876141685,0.35128567625105167,0.46868925791767707,0.54211548653475827,0.062568596116215111,0.10770227308221267,0.81828480961635741,1.0164934059038855,1.3147530123988607,1.5433415277900879,-0.080446237542464924,-0.050638061927310372,-0.35769614968096231,-0.15831219872000765,-0.38030595050101518,-0.11518477659408284,-0.15255789287863236,-0.090487620669789159,-0.53209855886109003,-0.2080857545426088,-0.61279654907624059,-0.10375757889993432
"87-1",0.01059729967943345,0.01569751476233619,0.27898669052909708,0.35126333725335451,0.46951076807271303,0.5420469990011294,0.07816259211769315,0.11578029127657613,0.80745244486186107,1.0116413980463124,1.2254712006315471,1.4973987030118989,-0.10049588520023063,-0.061024201474522269,-0.37799171151353544,-0.16743857195158923,-0.2181194210812166,-0.033355173947886792,-0.15255789287863236,-0.090487620669789215,-0.53564721754974198,-0.20946076224575755,-0.59285148817798383,-0.094440208459786346
"88-1",0.010982750403753438,0.015880560497515954,0.26431553288397103,0.34279255916934581,0.58934323161687008,0.60911323134391149,0.081005564257564042,0.11713038324061741,0.80317994992076458,1.0077455348758162,1.3236063986272473,1.5489626959067035,-0.10415117597367005,-0.062760053412796654,-0.39769475392329467,-0.17904607555180371,-0.10973267146041973,0.015139345326312975,-0.15255789287863236,-0.090487620669789257,-0.54283383635408011,-0.21417019831991888,-0.51028683369686456,-0.0530038989145699
"89-1",0.013739455627650769,0.017286842889162414,0.2476319615651407,0.33578531071107237,0.60187120520597925,0.6172877380561439,0.10133821809601058,0.12750271207018454,0.75823169485147501,0.98585946295384563,1.4299373404090974,1.6126811336031905,-0.13029345184507116,-0.076096053909629383,-0.38774016867437044,-0.17217341124013946,-0.049284664190034556,0.029569214169491615,-0.15255789287863236,-0.090487620669789243,-0.55343323642864228,-0.21844642285121463,-0.46961392628445453,-0.034489783876730469
"90-1",0.012960404164763262,0.016889899672916191,0.26259937861720078,0.3434421491782646,0.61953178468158154,0.64934001877629655,0.095592161687834687,0.12457497466123403,0.737728532362393,0.97663055245931085,1.5248693752499993,1.6579920246736395,-0.12290558241156271,-0.072331777999954966,-0.35330534991771434,-0.15451973401223679,-0.020971765312404297,0.027090541925493695,-0.15255789287863236,-0.090487620669789257,-0.54536004563288198,-0.21389824323505982,-0.44902146261755393,-0.032073879997857421
"91-1",0.01532334798886382,0.018219696620529833,0.26128206800059445,0.34296715371112174,0.62914949484643889,0.67648546950364996,0.11302054626760018,0.13438316915981818,0.64367630477728743,0.92789837322771063,1.5915485167064487,1.6886318134592813,-0.14531375604680111,-0.084942454816649887,-0.19410990995753233,-0.069972195453427949,-0.0078361124097067122,0.018952314216879738,-0.15255789287863236,-0.090487620669789257,-0.52876080827217042,-0.20500431467073699,-0.44293529143985372,-0.036041647935212993
"92-1",0.014196002291148993,0.017526897720901019,0.38642865236319335,0.40906035430787191,0.62972972142518258,0.69475116015404359,0.10470557315071004,0.12927328650580969,0.75431967565156144,0.98729211106377546,1.6309759064992853,1.7021499216454332,-0.13462295676343347,-0.078372532214662366,-0.082530821295029533,-0.019919908727390318,-0.0027103339827356156,0.0096711995321050823,-0.15255789287863236,-0.090487620669789215,-0.44598636486133258,-0.16320659083113481,-0.44608828276197449,-0.043725290785119365
"93-1",0.01380619595416125,0.017320832995155723,0.39275941314251228,0.41339902456987432,0.62857653527984703,0.70181723763668313,0.10183047528195813,0.12775341318001057,0.84754295935830704,1.0449169235798028,1.6475349872787266,1.7077280282504279,-0.1309263610194942,-0.076418387512828187,-0.029783157234232176,-0.0022544580883961498,-0.00091902840231252944,0.0048525415180696464,-0.15255789287863236,-0.090487620669789243,-0.41127520787194027,-0.14520069043604561,-0.45076373320916319,-0.049128095840377833
"94-1",0.01276384781606428,0.016792294524533836,0.42407993024349488,0.4360313238438952,0.62645396593088576,0.70389100094930934,0.094142419378355893,0.12385506754976475,0.92569016986741071,1.0855612486014194,1.6503323085745143,1.7056523674151238,-0.1210416071677029,-0.071406172790750705,-0.0067801691917619925,0.00048743408544788555,-0.0003094500085769508,0.0013697999295825916,-0.15255789287863236,-0.090487620669789243,-0.39454352339146981,-0.14081527005725897,-0.4572486029578719,-0.054216267135160832
"95-1",0.00030571204239379722,0.0097404912397273096,0.43409900366498133,0.4519750239421268,0.62486163495931757,0.70331853043731463,0.002254842874875625,0.071843022923504474,0.96558688525439695,1.1057131517555434,1.6457455009039399,1.7008805186598677,-0.0045408615996238647,-0.0028991161188315065,-0.00049768003633845527,8.4922627590218371e-05,-0.00022675274111343208,0.00029834997710905605,-0.15255789287863236,-0.090487620669789298,-0.39298339476991473,-0.14186017388499264,-0.46335193579714773,-0.058068878930870357
"96-1",2.2426505097428164e-17,0.0092625075037292698,0.43447457563204739,0.45261592984324367,0.62470609026472868,0.70340677404832364,0,0.068317554273389799,0.96695919985409839,1.1067200228781908,1.6457886819705827,1.7006829923065059,0,0,0,0,-0.00016883200440850191,3.0696684066978456e-05,-0.15255789287863236,-0.09048762066978934,-0.3927509563002613,-0.14193527217242374,-0.46349246302722297,-0.058341168436207569
"97-1",1.1990408665951691e-17,0.0092625075037292646,0.43447457563204683,0.45261592984324367,0.624672349245178,0.7033713336531211,-2.6645352591003758e-18,0.06831755427338991,0.96695919985409939,1.1067200228781919,1.6458661087599231,1.7005800085418363,0,0,0,0,-0.00040403900563597744,0.00027064990982256286,-0.15255789287863236,-0.09048762066978934,-0.39275095630026113,-0.14193527217242374,-0.46353117514407532,-0.058338530435289276
"98-1",1.0103029524088924e-17,0.0092625075037292733,0.43447544865847365,0.45261829687994121,0.62484876870813155,0.70321363664233361,-9.769962616701377e-18,0.068317554273390188,0.96698732075574845,1.1067264620665349,1.6457362941008982,1.7005382074176973,0,0,-3.6155849327398073e-05,-8.2790490274962401e-06,-0.00059379433581047147,0.00063194541189905498,-0.15255789287863236,-0.090487620669789298,-0.39275095630026102,-0.14193527217242363,-0.463645040402002,-0.058213068750543627
"99-1",1.3766765505351941e-17,0.0092625075037292837,0.43445885417057734,0.45262194786582693,0.62493104137328104,0.70318473833485262,3.1530333899354443e-17,0.068317554273390355,0.96701109711455158,1.1067025935209838,1.6456954036908582,1.7005419896250167,0,0,-6.6725795384145939e-05,-1.7989037457903353e-06,-0.00077883186662269549,0.00087227874348680791,-0.15255789287863236,-0.09048762066978927,-0.39275095630026113,-0.14194446894593254,-0.46369274330419785,-0.058123197489221595
"100-1",1.1546319456101627e-17,0.009262507503729275,0.43447587681768934,0.45259610976628267,0.62501257641344976,0.70309615930457903,3.8857805861880483e-18,0.068317554273390382,0.96700821827175032,1.1067149985514759,1.6455771265488583,1.700538413794503,0,0,-0.00011424574118281593,-1.279755129819657e-05,-0.00082800171034656497,0.0010877173786700831,-0.15255789287863236,-0.090487620669789381,-0.39276706926931448,-0.14193905596680273,-0.46374596765843495,-0.058044168373243325
"101-1",1.2656542480726785e-17,0.009262507503729275,0.43445507323254162,0.45254691337295994,0.6250441920696016,0.70315039847890515,1.3766765505351941e-17,0.068317554273390368,0.96698480580969681,1.1067002215456629,1.6455179795326313,1.7005436566373653,0,0,-0.00012904619450064783,-5.0182800167603012e-06,-0.00073708106663648095,0.0010900380081469592,-0.15255789287863236,-0.090487620669789354,-0.39278747388162161,-0.14194685058203765,-0.46372087777573862,-0.058023832198010356
"102-1",1.0130785099704553e-17,0.0092625075037292785,0.43446832413308567,0.45257185195782529,0.62499898462253412,0.70319896739900867,1.3128387266192475e-17,0.06831755427339041,0.96696428219863118,1.1066654182710138,1.6455537428347791,1.7006263959304599,0,0,-0.00014462339730959134,4.5846550317229396e-05,-0.00057339753965523186,0.00093829728105135888,-0.15255789287863236,-0.090487620669789257,-0.3927953636943386,-0.14194043838451975,-0.46365187086681497,-0.058064983628236255
"103-1",1.1046719095020308e-17,0.0092625075037292819,0.43447360872751667,0.4526182968799411,0.62483933512758649,0.70333468343159944,1.3572476476042538e-17,0.06831755427339041,0.96698732075574934,1.1067128912723476,1.6457362449523907,1.7006115688313412,0,0,-3.6155849327398127e-05,9.1693100634453456e-06,-0.00035135542657845515,0.0005729575511612846,-0.15255789287863236,-0.09048762066978927,-0.39275095630026102,-0.14193527217242369,-0.46355015519263049,-0.058205423239249619
"104-1",1.1463052729254741e-17,0.0092625075037292733,0.43447360872751661,0.45261829687994104,0.62475358602628694,0.7033914390448166,1.5543122344752193e-17,0.068317554273390396,0.966987320755749,1.1067128912723476,1.6458008174010854,1.7006063185716231,0,0,-3.6155849327398127e-05,9.1693100634461232e-06,-0.00024340619021515379,0.0003531640134504647,-0.15255789287863236,-0.090487620669789368,-0.39275095630026113,-0.14193527217242363,-0.46350875670730901,-0.058286009142070209
"105-1",1.2198575483068908e-17,0.0092625075037292785,0.43447457563204611,0.45261592984324334,0.62479074982081273,0.70336132799771067,-2.2204460492503131e-18,0.068317554273390396,0.96695919985410206,1.1067200228781944,1.6457522011739367,1.7006225515765454,0,0,0,0,-0.00020769625251964487,0.00032470944090278982,-0.15255789287863236,-0.090487620669789395,-0.39275095630026113,-0.14193527217242369,-0.46351841083954437,-0.058267676038025608
"106-1",9.8254737679326349e-18,0.0092625075037292767,0.43447360872751717,0.45261829687994104,0.62480877904370435,0.70336839267887141,1.3766765505351941e-17,0.068317554273390424,0.96698732075574934,1.1067128912723476,1.6457389674303695,1.7006288668204472,0,0,-3.6155849327398073e-05,9.1693100634459012e-06,-0.00023679775022424581,0.00038372206081197787,-0.15255789287863236,-0.090487620669789381,-0.39275095630026108,-0.14193527217242369,-0.46352456964770578,-0.058240194535951119
"107-1",1.0519363158323358e-17,0.009262507503729275,0.43447360872751672,0.45261829687994115,0.62476649840544796,0.70339253819254099,5.3672344346722409e-18,0.068317554273390424,0.96698732075574922,1.1067128912723483,1.6457860270304541,1.7006137218508712,0,0,-3.6155849327397463e-05,9.1693100634455675e-06,-0.00021410605521877645,0.00034691873234921381,-0.15255789287863236,-0.090487620669789395,-0.39275095630026119,-0.14193527217242369,-0.46350084684326914,-0.058276044065580117
"108-1",1.2059797604990763e-17,0.0092625075037292802,0.43447360872751678,0.45261829687994098,0.62475349376835376,0.7033892990272661,1.7638668303732173e-17,0.06831755427339041,0.96698732075574934,1.1067128912723481,1.6457969493105749,1.7006098158740746,0,0,-3.6155849327398513e-05,9.169310063446235e-06,-0.00020638555866253299,0.0003356944151902409,-0.15255789287863236,-0.090487620669789368,-0.39275095630026119,-0.14193527217242369,-0.46349726526462948,-0.058286218731786174
"109-1",1.2545520178264269e-17,0.0092625075037292785,0.43447360872751661,0.4526182968799411,0.62475486091984556,0.7033998611455714,7.4940054162198071e-18,0.068317554273390424,0.96698732075574911,1.1067128912723465,1.6458174095801716,1.7006221397645367,0,0,-3.6155849327397463e-05,9.1693100634453456e-06,-0.00020620434309052044,0.00031138444450871174,-0.15255789287863236,-0.090487620669789381,-0.39275095630026119,-0.14193527217242374,-0.4634938384086954,-0.058289792499622226
"110-1",1.021405182655144e-17,0.0092625075037292802,0.43447457563204622,0.45261592984324334,0.62475641507005986,0.70338326879468838,1.0547118733938987e-17,0.068317554273390424,0.96695919985410228,1.1067200228781939,1.6457787941832553,1.7006686473454433,0,0,0,0,-0.00017339753422095303,0.00017749032476507584,-0.15255789287863236,-0.090487620669789368,-0.39275095630026113,-0.14193527217242369,-0.46350256529305983,-0.058296767075465765
"111-1",1.2684298056342414e-17,0.0092625075037292767,0.43447457563204617,0.45261592984324345,0.62471874558817364,0.70339164179443858,1.4988010832439614e-17,0.06831755427339041,0.96695919985410206,1.1067200228781944,1.6458063202854114,1.7006115691992025,0,0,0,0,-0.00024772702019994458,0.00024808948674161804,-0.15255789287863236,-0.090487620669789381,-0.39275095630026113,-0.1419352721724236,-0.46351003885726355,-0.058312263494199768
"112-1",1.0505485370515544e-17,0.0092625075037292767,0.43447457563204617,0.45261592984324311,0.62477140017959198,0.70335832561596434,-7.6605388699135808e-18,0.068317554273390424,0.96695919985410206,1.1067200228781948,1.6458940681740519,1.7005829225562612,0,0,0,0,-0.00048773997623718636,0.00050237265148038131,-0.15255789287863236,-0.090487620669789368,-0.3927509563002613,-0.14193527217242377,-0.46354664074969093,-0.058268412849694889
"113-1",7.4662498406041782e-18,0.009262507503729275,0.43447360872751645,0.45261829687994098,0.62493067935406121,0.70317580864723683,1.7069679003611782e-17,0.068317554273390424,0.96698732075574956,1.1067128912723478,1.6457448846602079,1.7005579278975611,0,0,-3.6155849327397903e-05,9.1693100634460672e-06,-0.00064404124159109038,0.00077390824162445451,-0.15255789287863236,-0.090487620669789381,-0.39275095630026113,-0.14193527217242366,-0.46366306987801476,-0.058147489421120094
"114-1",8.867906409193438e-18,0.0092625075037292767,0.43447379552604753,0.45262194786582693,0.62492905828255119,0.70321908149743861,1.2838688445704349e-17,0.068317554273390424,0.96702137746996319,1.1067142690438398,1.6457306461930425,1.7005103981158665,0,0,-7.9943543020734556e-05,7.3978697631173484e-06,-0.00081076773456856309,0.0011182384417950354,-0.15255789287863236,-0.090487620669789326,-0.39275095630026102,-0.14193527217242366,-0.4636859447002642,-0.058092393848089466
"115-1",1.0907941216942163e-17,0.0092625075037292802,0.43447102644684454,0.45258909131558339,0.62918729557972497,0.70929516494995415,9.9920072216264085e-18,0.068317554273390424,0.96696336682088635,1.1067038481088645,1.6911114965857283,1.7380714139072371,0,0,-6.6109825700735446e-05,1.8338620126890915e-05,-0.05927610957903643,-0.038011955957175464,-0.15255789287863236,-0.090487620669789284,-0.39277403614973444,-0.14193620587255801,-0.46371862578254636,-0.058024110142715496
"116-1",1.8540724511240115e-17,0.0092625075037292767,0.43447360872751667,0.45261829687994098,0.59809922027230811,0.66472792840820116,7.3691053259494769e-18,0.068317554273390424,0.96698732075574956,1.106712891272349,1.6919000710378354,1.733599660887029,0,0,-3.6155849327398351e-05,9.1693100634453456e-06,-0.14116290627157496,-0.083428276934840007,-0.15255789287863236,-0.090487620669789354,-0.39275095630026102,-0.14193527217242363,-0.49447039216614413,-0.078766433698499505
"117-1",3.8302694349567904e-18,0.0092625075037292715,0.4344736087275165,0.45261829687994087,0.57695924195729487,0.62230767023443789,-5.1469245532231868e-18,0.06831755427339041,0.96698732075574956,1.1067128912723485,1.5856194289462526,1.6459275544453449,0,0,-3.6155849327397463e-05,9.169310063446235e-06,-0.13175194627694758,-0.062058755225272655,-0.15255789287863236,-0.090487620669789298,-0.39275095630026108,-0.14193527217242369,-0.53099045108457688,-0.098131318096072617
"118-1",1.2538581284360361e-17,0.0092625075037292767,0.43447360872751639,0.45261829687994087,0.60584399286308444,0.65494115640455242,1.9012569296705807e-17,0.068317554273390424,0.96698732075574945,1.1067128912723485,1.5489300080828026,1.6241486110423091,0,0,-3.6155849327397903e-05,9.169310063446013e-06,-0.10427481947759724,-0.032142029323091952,-0.15255789287863236,-0.09048762066978934,-0.39275095630026113,-0.14193527217242374,-0.51726286323158732,-0.082069356941227994
"119-1",1.2934098236883074e-17,0.0092625075037292767,0.4386097858569562,0.45831584232705491,0.60238070037133717,0.64367996322545085,1.1102230246251566e-17,0.068317554273390396,1.0124329694412944,1.1372201276131655,1.54167660341394,1.6264237586424957,0,0,-0.05846692905443842,-0.039214858936935645,-0.080192778501430001,-0.0066222565477381335,-0.15255789287863236,-0.090487620669789354,-0.39275095630026119,-0.14193527217242358,-0.50330431031518486,-0.068261039573021542
