01-Jan,0,0.016087243,0.018804435,0,0.146849376,0.118654812,0.138696028,0.09744216,0.162517226,-0.152557893,-0.090487621,-0.16837219,-0.068568237,1.38E-17,0.009262508,0,0.062616473,3.15E-17,0.068317554,0,0.077896147,0,0,-0.000202325,0
02-Jan,1,0.04540762,0.070961871,0,0.128408948,0.149061595,0.192175688,0.114202736,0.22732888,-0.16691196,-0.086344794,-0.19147129,-0.056002594,0.144372453,0.166924259,0.065368747,0.263586712,0.183867546,0.222664384,0.1440518,0.25666818,0,0,-0.001090588,0
03-Jan,2,0.031800149,0.070170381,0.000758887,0.099435744,0.152105152,0.21006299,0.106225108,0.254037799,-0.139460336,-0.05534798,-0.169390961,-0.021576628,0.082272822,0.091452146,0.024018921,0.139393382,0.251224099,0.276525484,0.19060716,0.328583368,0,0,-0.001955185,0
04-Jan,3,0.029139802,0.069748541,0.000837803,0.095366283,0.145293074,0.208179527,0.094680312,0.255876075,-0.104575331,-0.022001094,-0.135850852,0,0.099324081,0.102820354,0.059797615,0.14567014,0.272414395,0.285218501,0.199398768,0.34576787,0,0,-0.002620063,0
05-Jan,4,0.032093657,0.070626001,0.006542264,0.094171929,0.135462147,0.195365505,0.083538266,0.243997709,-0.07334909,0.005204254,-0.104192969,0.036504619,0.090062421,0.09865572,0.056799341,0.134836787,0.256350645,0.263488708,0.188767468,0.337412348,-3.62E-05,9.17E-06,-0.003563052,0.003563052
06-Jan,5,0.033800205,0.068156113,0.008949082,0.091336025,0.124221593,0.175999926,0.071928905,0.224963788,-0.047752269,0.025029606,-0.078012812,0.054939267,0.074385022,0.087081205,0.046644892,0.116834259,0.214323316,0.229867729,0.15289116,0.299805177,-4.47E-05,2.19E-05,-0.004772741,0.004236666
07-Jan,6,0.033739406,0.062659711,0.009388754,0.085535807,0.111891672,0.152763045,0.058912883,0.202437288,-0.027590407,0.038141103,-0.057502352,0.067317112,0.055415412,0.070700434,0.030039522,0.09842371,0.165342614,0.190540867,0.108159166,0.255576793,-0.000111757,0.000116967,-0.005797989,0.005523197
08-Jan,7,0.032384647,0.055320655,0.008445918,0.078031306,0.098786513,0.12775529,0.044578763,0.178591973,-0.012285755,0.045560046,-0.042026789,0.074435624,0.03795355,0.055070074,0.015542156,0.079577638,0.117009869,0.148777301,0.063394155,0.209968587,-0.000125415,0.000181837,-0.00642702,0.006342326
09-Jan,8,0.030020008,0.04698766,0.006115956,0.069872591,0.085309638,0.102655847,0.029636425,0.154742632,-0.001160742,0.048385,-0.030897905,0.077232268,0.022627478,0.040786453,0.002030355,0.064130423,0.073830579,0.109556923,0.023159052,0.168437755,-0.000131115,0.00022739,-0.006703115,0.006754838
10-Jan,9,0.026916636,0.038319986,0.002841389,0.061427639,0.071890826,0.078772218,0.015028198,0.131675687,0.006473155,0.047687964,-0.02330326,0.076551703,0.010233702,0.028549248,-0.008970137,0.050486091,0.038282293,0.075678931,-0.009663913,0.132185756,-0.000110806,0.000220994,-0.006700186,0.006771135
11-Jan,10,0.023358499,0.029848145,-0.000816239,0.052953,0.056919235,0.059318401,0.005774286,0.114240894,0.011268701,0.044449641,-0.018431299,0.073178245,0.000887733,0.018840554,-0.016912569,0.039809451,0.01104049,0.048460883,-0.034017658,0.102432377,-0.000123766,0.000225945,-0.006839912,0.006740889
12-Jan,11,0.019603021,0.021966054,-0.004477543,0.044784842,0.03777323,0.046805231,-0.006103253,0.094565964,0.013823574,0.039527602,-0.015577159,0.067866598,-0.00549562,0.011603887,-0.022627247,0.031582837,-0.00814724,0.027999762,-0.051087356,0.079225276,-0.00015575,0.000229159,-0.007055771,0.006765083
13-Jan,12,0.014938443,0.015878711,-0.006398873,0.038615256,0.02160811,0.03576483,-0.015926986,0.07684438,0.014671606,0.033643276,-0.014151247,0.061314533,-0.009407114,0.006644459,-0.025372282,0.025509729,-0.020393899,0.013840783,-0.061009246,0.062023812,-0.000313801,0.000366439,-0.007082885,0.006415947
14-Jan,13,0.008921761,0.012313076,-0.009215922,0.031839377,0.008523037,0.026016034,-0.023613737,0.061290284,0.014263766,0.027352315,-0.013696423,0.054108456,-0.011164829,0.0034227,-0.026939505,0.021597002,-0.02658951,0.004656439,-0.065918419,0.050340161,-0.00027448,0.000270222,-0.006923215,0.005890818
15-Jan,14,0.003948903,0.009056107,-0.011463827,0.025757585,-0.00164086,0.017632941,-0.029288801,0.047961631,0.013011828,0.021144465,-0.013849545,0.046818538,-0.011732497,0.001900253,-0.026588213,0.018991179,-0.028704464,-0.000187236,-0.066539983,0.043087666,-0.000239822,0.000184364,-0.006661257,0.005303554
16-Jan,15,5.95E-05,0.006195326,-0.013106228,0.020490343,-0.00908892,0.010642236,-0.033129364,0.036890159,0.0112606,0.015369033,-0.014335271,0.039882588,-0.011113004,0.001266698,-0.02558971,0.017727324,-0.027866656,-0.001962916,-0.064408416,0.039315377,-0.000238999,0.000145004,-0.006034009,0.004590061
17-Jan,16,-0.002817959,0.003779054,-0.014177615,0.016065632,-0.014074673,0.005045609,-0.035338682,0.028057783,0.009245337,0.01020416,-0.014964223,0.03351204,-0.009936458,0.001356811,-0.023815613,0.017248424,-0.025162128,-0.001708471,-0.060347485,0.03805705,-0.000249314,0.000119678,-0.005440131,0.004027861
18-Jan,17,-0.004821327,0.001790761,-0.014774657,0.012452406,-0.016996111,0.000731166,-0.036210625,0.021272923,0.005781684,0.007167497,-0.014958327,0.02854188,-0.00848951,0.001846445,-0.021714058,0.01717923,-0.021502908,-0.000261868,-0.055206074,0.038246503,-0.000258281,0.000100284,-0.004826577,0.003534389
19-Jan,18,-0.006038648,0.00023983,-0.014943945,0.009646995,-0.018227358,-0.002423929,-0.035996724,0.016315076,0.002155954,0.005172113,-0.01573366,0.02343733,-0.006981267,0.002501404,-0.019497925,0.017287719,-0.017563074,0.001732905,-0.049469002,0.038840441,-0.000255051,8.35E-05,-0.004233629,0.003149891
20-Jan,19,-0.006617867,-0.000915497,-0.014788682,0.007580126,-0.018145298,-0.004577054,-0.034935504,0.012901099,-0.000671387,0.003366889,-0.016267178,0.019138171,-0.005570011,0.003170904,-0.017240441,0.017347609,-0.013806617,0.00382198,-0.043710862,0.039377573,-0.000236972,7.71E-05,-0.003827291,0.003001471
21-Jan,20,-0.006685638,-0.001709613,-0.014365287,0.006155397,-0.017086422,-0.005874698,-0.033208154,0.010733377,-0.002751596,0.001806614,-0.016522919,0.01561348,-0.004337215,0.003755741,-0.015179435,0.017203474,-0.010485277,0.005699971,-0.038124648,0.039383738,-0.000190134,6.09E-05,-0.00350008,0.002850764
